genres,app_name,price,metascore,release_year
"['Action', 'Adventure', 'Indie']",SJSM - Karamari Hospital,1.99,72,2015
"['Casual', 'Indie', 'Simulation', 'Early Access']",Production Inc.,19.99,72,2015
"['Adventure', 'Casual', 'Indie']",Anomaly 1729,9.99,49,2015
"['Action', 'Adventure', 'Indie']",ABO MANDO,1.99,72,2015
"['Action', 'Adventure', 'Indie']",Kill The Plumber,4.99,72,2015
['Indie'],Pony Island,4.99,86,2016
['Indie'],Pony Island - Soundtrack,0.99,72,2016
"['Action', 'Casual', 'Indie']","Linea, the Game",1.99,72,2016
"['Adventure', 'Indie']",Walk The Light,4.99,72,2016
"['Action', 'Adventure', 'Indie']",Chowderchu,4.99,72,2016
['Adventure'],A Wild Catgirl Appears!,2.99,72,2016
"['Action', 'Indie', 'RPG']",Dungeons Are Random,1.99,72,2016
['Indie'],Contract,2.99,72,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Cally's Caves 3,6.99,72,2016
"['Action', 'Indie']",Futuridium EP Deluxe,9.99,72,2016
"['Action', 'Indie']",Futuridium EP Deluxe Original Sound Track,4.99,72,2016
"['Action', 'Indie']",Quantum Lock,5.99,72,2015
['Indie'],Millia -The ending-,4.99,72,2016
"['Adventure', 'RPG', 'Strategy', 'Early Access']",Inside The Code,6.99,72,2016
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2 Stroke 4 Pack,1.99,72,2016
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - Rhythm Racing Pack,5.99,72,2016
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - Copper Canyon Open World,9.99,72,2016
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - The Stewart Compound,9.99,72,2016
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 Husqvarna FC 350 MX,2.99,72,2016
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 Husqvarna FC 450 MX,2.99,72,2016
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 Husqvarna FC 250 MX,2.99,72,2016
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 Husqvarna TC 125 MX,2.99,72,2016
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 Husqvarna TC 250 MX,2.99,72,2016
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 KTM 125 SX,2.99,72,2016
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 KTM 250 SX MX,2.99,72,2016
"['Casual', 'Indie']",Crazy Belts,3.99,72,2016
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 KTM 250 SX-F MX,2.99,72,2016
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 KTM 350 SX-F MX,2.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Wolfmother - “Woman”,2.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Asia - “Heat of the Moment”,2.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Wild Cherry - “Play That Funky Music”,2.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Hit Singles Song Pack III,9.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Semisonic - “Closing Time”,2.99,72,2016
['Action'],Sora no Kakera - Sora Original Soundtrack,7.99,72,2016
"['Action', 'Indie']",Sora,8.99,74,2016
['Action'],Celeste - Sora Extra Soundtrack,5.99,72,2016
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",Leadwerks Game Engine - Nature Model Pack,29.99,72,2015
"['Adventure', 'Casual', 'Indie', 'RPG']",The Hole Story Soundtrack,4.99,72,2015
['Simulation'],TANE DLC: Aerotrain,17.99,72,2015
['Simulation'],Nameless ~Black & White Christmas~,19.99,72,2013
"['Action', 'Indie']",Umbra: Shadow of Death,3.99,72,2015
"['Adventure', 'Indie', 'Massively Multiplayer']",Heaven Island - VR MMO,0.99,72,2015
['RPG'],Dungeon Lords Steam Edition,14.99,72,2005
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities']",Spriter: RPG Heroes Pack,24.99,72,2015
"['Action', 'Indie']",The Hurricane of the Varstray -Collateral hazard-,9.99,72,2015
['Simulation'],Train Simulator: Mosel Valley Koblenz -Trier Route Add-On,29.99,72,2015
"['Racing', 'Simulation', 'Sports']",Project CARS - Renault Sport Car Pack,3.49,72,2015
"['Action', 'Indie']",Respawn Man,2.99,72,2015
"['Casual', 'Strategy']",Gnumz: Masters of Defense,4.99,72,2015
"['Action', 'Indie']",Commander Cool 2,2.99,72,2015
"['Action', 'Adventure', 'Indie']",Wick,5.99,72,2015
"['Indie', 'Simulation']",SimplePlanes,12.99,67,2015
"['Action', 'Adventure', 'Indie', 'RPG']",Evoland 2 - Artbook,24.99,72,2015
"['Simulation', 'Strategy']",Stronghold Crusader 2: Delivering Justice mini-campaign,0.99,72,2015
"['Adventure', 'Casual']",The Mystery of a Lost Planet,4.99,72,2015
"['Action', 'Adventure']",Turok,19.99,72,1997
['Action'],FALL,5.99,72,2015
"['Casual', 'Indie']",Lightbender,2.99,72,2015
"['Adventure', 'Casual']",The Book of Desires,6.99,72,2015
"['Adventure', 'Casual']",Mystery of Unicorn Castle: The Beastmaster,6.99,72,2015
"['Adventure', 'Casual']",Twilight City: Love as a Cure,6.99,72,2015
"['Adventure', 'Casual']",Mystery Castle: The Mirror's Secret,6.99,72,2015
['Simulation'],Train Simulator: Norfolk Southern Big 7s Loco Add-On,19.99,72,2015
"['Action', 'Indie']",Furfly,0.99,72,2015
['Strategy'],Total Annihilation,4.99,86,1997
['Simulation'],Train Simulator: DB BR 361 Loco Add-On,19.99,72,2015
"['Adventure', 'Indie']",Space Pilgrim Episode I: Alpha Centauri,1.99,72,2015
"['Action', 'Indie', 'Early Access']",Moonshot,4.99,72,2015
"['Action', 'Massively Multiplayer', 'RPG']",Elements: Epic Heroes,6.99,72,2015
"['Action', 'Casual', 'Indie']",UnSummoning: the Spectral Horde,3.99,72,2015
"['Casual', 'Indie']",Snake Blocks,4.99,72,2015
"['Indie', 'RPG']",Cardinal Quest 2 Soundtrack,6.99,72,2015
"['Indie', 'Strategy']",Puzzle Strike,14.99,72,2015
['Adventure'],Dance of Death,3.99,72,2015
"['Action', 'Indie']",Lightrise™,0.99,72,2015
"['Adventure', 'Indie']",Aviary Attorney Soundtrack,7.99,72,2015
"['Adventure', 'Indie']",Aviary Attorney,14.99,77,2015
"['Casual', 'Indie', 'Strategy']",Nature Defenders,1.99,72,2015
"['Action', 'Indie', 'Massively Multiplayer', 'Racing', 'Simulation', 'Sports']",Drift Streets Japan,4.99,72,2015
"['Action', 'Indie']",Hauntsters,4.99,72,2015
"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer']",Counter-Strike Nexon: Zombies - Rivals DLC,14.99,72,2015
"['Action', 'Indie', 'Simulation', 'Early Access']",Strange Space,0.99,72,2015
"['Indie', 'RPG']",UnderRail,14.99,72,2015
"['Casual', 'Strategy']",Gnomes Garden,5.99,72,2015
['Action'],ScudBuster,4.99,72,2015
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",Blood of Magic,9.99,72,2015
"['Indie', 'RPG']",The ORPHEUS Ruse,4.99,72,2013
"['Casual', 'Simulation']",Rocksmith® 2014 – Mötley Crüe - “Home Sweet Home”,2.99,72,2015
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - AAW Map Pack Vol 2,29.99,72,2015
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - AAW Map Pack Vol 1,29.99,72,2015
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - AAW Map Pack Vol 3,29.99,72,2015
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Baldur's Gate: Enhanced Edition Item Pack,7.99,72,2015
"['Adventure', 'Indie', 'RPG']",Swords and Sorcery - Underworld - Definitive Edition,14.99,66,2015
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",Pay2Win: The Tricks Exposed,4.99,72,2015
"['Casual', 'Indie']",GravBlocks - Puzzle Solver,0.99,72,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Mötley Crüe - “Kickstart My Heart”,2.99,72,2015
"['Casual', 'Indie']",GravBlocks,3.99,72,2015
"['Action', 'Adventure', 'Indie']",Monsterland,0.99,72,2015
"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Tabletop Simulator - Mistfall,7.99,72,2015
"['Indie', 'RPG', 'Simulation', 'Strategy']",Star Nomad 2,12.99,72,2015
"['Indie', 'Strategy']",Puzzle Strike - Shadows Characters,14.99,72,2015
['Racing'],Nulldrifters,1.99,72,2015
['Action'],Design Award Costumes 2015 Set,18.99,72,2015
"['Action', 'Casual', 'Simulation']",Avaris 2: The Return of the Empress,7.99,72,2015
"['Action', 'Indie', 'RPG']",Nuclear Throne - Original Soundtrack by Jukio Kallio,7.99,72,2015
"['Action', 'Indie', 'Strategy', 'Early Access']",Element,10.99,72,2015
"['Indie', 'Racing', 'Simulation', 'Sports']",MicroRC Simulation,1.99,72,2015
"['Action', 'Adventure']",Project Pulsation,4.99,72,2015
"['Action', 'Casual', 'Indie']",Pyramid Raid,2.99,72,2015
['Strategy'],Heroes of Normandie: US Rangers,1.99,72,2015
['Racing'],WRC 5 - WRC eSports Pack 1,2.99,72,2015
['Adventure'],Undercover Missions: Operation Kursk K-141,9.99,72,2015
"['Action', 'Indie', 'RPG']",Axion,1.99,72,2015
['Racing'],WRC 5 - Season Pass,7.99,72,2015
"['Casual', 'Indie', 'Sports']",Foosball: World Tour,8.99,72,2015
"['Casual', 'Indie', 'Sports']",Foosball: World Tour - Bonus Cities,1.99,72,2015
"['Indie', 'RPG']",Choice of Kung Fu,4.99,72,2012
['Indie'],"1,000 Heads Among the Trees",6.99,72,2015
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Baldur's Gate Portrait Pack,1.99,72,2015
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Baldur's Gate Enhanced Portrait Pack,1.99,72,2015
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Baldur's Gate II Portrait Pack,1.99,72,2015
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Icewind Dale Portrait Pack,1.99,72,2015
"['Action', 'Adventure', 'Indie', 'RPG']",Stories of Bethem: Full Moon,4.99,72,2015
['Racing'],WRC 5 - WRC Concept Car S,2.99,72,2015
"['Adventure', 'Indie']",Stone Tales,0.99,72,2015
"['Casual', 'Strategy']",Battle Chess: Game of Kings™,29.99,72,2015
['Casual'],Rubled,2.99,72,2015
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Blood and Gold: Caribbean!,19.99,72,2015
"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']",MechWarrior Online™ - Light ‘Mech Performance Steam Pack,29.99,72,2015
['Utilities'],Gamefuel Driver Control,29.99,72,2015
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",Devilian: Awakened Pack,19.99,72,2015
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",Devilian: Revival Pack,4.99,72,2015
"['Indie', 'RPG']",Pale Echoes,4.99,72,2015
['Simulation'],FSX: Steam Edition - REX 4 Texture Direct Enhanced Edition Add-On,24.99,72,2015
['Simulation'],FSX: Steam Edition - FTX Trees HD Add-On,12.99,72,2015
"['Action', 'Indie']",Reverse x Reverse,9.99,72,2015
"['Action', 'Adventure', 'Indie', 'RPG']",Block Story™,2.99,72,2015
['Simulation'],RTK Maker - Face CG Koei Variety Set - 三国志ツクール 顔登録素材 「コーエーバラエティ」セット,1.99,72,2015
['Action'],GGXrd System Voice - MILLIA RAGE,0.99,72,2015
['Simulation'],RTK Maker - Face CG Gust Set - 三国志ツクール 顔登録素材 「ガスト」セット,6.99,72,2015
['Simulation'],RTK Maker - Face CG Neo Romance Set - 三国志ツクール 顔登録素材 「ネオロマンス」セット,4.99,72,2015
['Simulation'],RTK Maker - Face CG Tecmo Set - 三国志ツクール 顔登録素材 「テクモ」セット,1.99,72,2015
"['Free to Play', 'Racing', 'Simulation', 'Sports']",RaceRoom - Audi Sport TT Cup 2015,4.99,72,2015
"['Action', 'Adventure', 'Indie']",PewDiePie: Legend of the Brofist,7.99,72,2015
"['Racing', 'Simulation', 'Sports']",MotoGP™15 Compact,9.99,72,2015
"['Action', 'Indie']",Fist Slash: Of Ultimate Fury,3.99,72,2015
"['Audio Production', 'Utilities']",Rytmik Ultimate,17.99,72,2015
"['Indie', 'RPG', 'Strategy']",Shadowrun Chronicles: INFECTED Director's Cut,29.99,72,2015
"['Action', 'Adventure', 'Indie']",Crossbow Warrior - The Legend of William Tell,4.99,72,2015
['Simulation'],Train Simulator: NJ TRANSIT® GP40PH-2B Loco Add-On,19.99,72,2015
"['Indie', 'Strategy']",RoBoRumble,5.99,72,1998
['RPG'],LIGHTNING RETURNS™: FINAL FANTASY® XIII,19.99,72,2015
['Action'],Raiden Legacy - Steam Edition,9.99,72,2015
['Action'],GGXrd Extra Color Palettes - AXL LOW,0.99,72,2015
['Action'],GGXrd Extra Color Palettes - POTEMKIN,0.99,72,2015
['Action'],GGXrd Extra Color Palettes - FAUST,0.99,72,2015
['Action'],GGXrd Extra Color Palettes - CHIPP ZANUFF,0.99,72,2015
['Action'],GGXrd Extra Color Palettes - MAY,0.99,72,2015
['Action'],GGXrd Extra Color Palettes - VENOM,0.99,72,2015
['Action'],GGXrd Extra Color Palettes - KY KISKE,0.99,72,2015
['Action'],GGXrd Extra Color Palettes - SOL BADGUY,0.99,72,2015
['Action'],GGXrd Extra Color Palettes - MILLIA RAGE,0.99,72,2015
['Action'],GGXrd System Voice - LEO WHITEFANG,0.99,72,2015
['Action'],GGXrd System Voice - SLAYER,0.99,72,2015
['Action'],GGXrd System Voice - BEDMAN,0.99,72,2015
['Action'],GGXrd System Voice - RAMLETHAL VALENTINE,0.99,72,2015
['Action'],GGXrd System Voice - FAUST,0.99,72,2015
['Action'],GGXrd System Voice - AXL LOW,0.99,72,2015
['Action'],GGXrd System Voice - POTEMKIN,0.99,72,2015
['Action'],GGXrd System Voice - VENOM,0.99,72,2015
['Action'],GGXrd System Voice - CHIPP ZANUFF,0.99,72,2015
"['Action', 'Indie']",Red Game Without A Great Name,2.99,55,2015
"['Action', 'Adventure', 'Indie', 'RPG']",FIVE: Guardians of David Art Book,2.99,72,2015
"['Action', 'Indie']",Vector Strain,4.99,72,2015
"['Action', 'Indie']",Vector Strain OST,1.99,72,2015
"['Action', 'Adventure', 'Indie', 'RPG']",FIVE: Guardians of David Soundtrack,2.99,72,2015
"['Indie', 'Simulation']",Vehicle Simulator,24.99,72,2009
"['Simulation', 'Sports']",Wrestling Spirit 3,19.99,72,2015
"['Indie', 'Sports', 'Strategy']",LocoSoccer,0.99,72,2015
['Simulation'],Romance of the Three Kingdoms Maker / 三国志ツクール,9.99,72,2015
['Action'],GGXrd Extra Color Palettes - LEO WHITEFANG,0.99,72,2015
"['RPG', 'Simulation']",Comic Book Hero: The Greatest Cape,19.99,72,2015
['Simulation'],RTK Maker - Upgrade to Full Edition - 三国志ツクール フル版アップグレードキー,9.99,72,2015
"['Action', 'Casual', 'Indie']",Gun Wings,3.99,72,2014
"['Action', 'Indie', 'Strategy']",Castle Chaos,7.99,72,2015
"['Action', 'Adventure', 'Indie']",VolChaos,2.99,72,2015
"['Action', 'Indie', 'Massively Multiplayer']",Ace of Spades: Battle Builder - Hurt + Heal Pack,7.99,72,2015
"['Adventure', 'Indie']",History in Letters - The Eternal Alchemist,7.99,72,2015
['Simulation'],FSX: Steam Edition - Diamond DA20-100 Katana 4X Add-On,24.99,72,2015
"['Action', 'Indie']",The Mean Greens - Plastic Warfare,9.99,72,2015
['Simulation'],FSX: Steam Edition - Arctic Rescue Add-On,16.99,72,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Tenacious D - “Tribute”,2.99,72,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Tenacious D - “The Metal”,2.99,72,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Tenacious D Song Pack,7.99,72,2015
"['Action', 'Adventure', 'RPG']",Mytheon,9.99,72,2010
"['Casual', 'Simulation']",Rocksmith® 2014 – Tenacious D - “Master Exploder”,2.99,72,2015
"['Action', 'Adventure', 'Indie']",Ben and Ed,9.99,72,2015
"['Adventure', 'Indie', 'RPG', 'Strategy']",City of Chains,8.99,72,2015
"['Indie', 'Strategy']",100% Orange Juice - Sham & Sherry Character Pack,1.99,72,2015
"['Action', 'Adventure']",Zombie Vikings,11.99,74,2015
"['Action', 'Adventure']",Zombie Vikings - Raybjörn Character,2.99,72,2015
"['Action', 'Adventure']",Zombie Vikings - Soundtrack,4.99,72,2015
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",Adventurer Manager - Endless Tower,1.99,72,2015
"['Action', 'Adventure']",Zombie Vikings - Frostbjörn Character,2.99,72,2015
"['Adventure', 'Indie']",Detective Grimoire Soundtrack,2.99,72,2015
"['Action', 'Casual', 'Indie']",Haunt the House: Terrortown Soundtrack,2.99,72,2015
['Indie'],Volvox,9.99,72,2015
"['Indie', 'RPG']",Celestian Tales: Old North - Original Soundtrack,14.99,72,2015
"['Casual', 'Indie', 'Massively Multiplayer', 'Simulation', 'Sports', 'Strategy']",Pool Nation FX - Unlock Offline,8.99,72,2015
"['Casual', 'Indie', 'Massively Multiplayer', 'Simulation', 'Sports', 'Strategy']",Pool Nation FX - Unlock Online,3.99,72,2015
"['Action', 'Indie', 'Racing']",Dexterity Ball 3D™,6.99,72,2015
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer']",Manyland,11.99,72,2015
"['Action', 'Adventure', 'Indie']",The Ritual on Weylyn Island,4.99,72,2015
"['Indie', 'RPG', 'Strategy', 'Early Access']",Rise of Keepers,12.99,72,2015
"['Indie', 'RPG', 'Early Access']",Blessed Ones: The Magic Wolves,7.99,72,2015
"['Action', 'Indie', 'RPG']",Nuclear Throne,11.99,88,2015
"['Casual', 'Indie']",SquareCells,2.99,72,2015
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",The Curious Expedition OST,8.99,72,2015
"['Action', 'Indie']",Bullet Heaven 2,11.99,72,2015
['Action'],HELLDIVERS™ - Ranger Pack,2.99,72,2015
['Action'],HELLDIVERS™,19.99,83,2015
['Action'],HELLDIVERS™ - Defenders Pack,2.99,72,2015
['Action'],HELLDIVERS™ - Support Pack,2.99,72,2015
['Action'],HELLDIVERS™ - Pilot Pack,2.99,72,2015
['Action'],HELLDIVERS™ - Commando Pack,2.99,72,2015
"['Racing', 'Simulation', 'Sports']",MotoGP™15 GP de Portugal Circuito Estoril,3.99,72,2015
['Simulation'],TS Marketplace: dia. 1/141 HTO 21t Coal Hopper Wagon Pack,4.99,72,2015
['Simulation'],TS Marketplace: dia. 1/146 HTO 21t Coal Hopper Wagon Pack,4.99,72,2015
['Simulation'],TS Marketplace: dia. 1/146 HTV 21t Coal Hopper Wagon Pack,4.99,72,2015
['Simulation'],TS Marketplace: dia. 1/146 HTV 25t Coal Hopper Wagon Pack,4.99,72,2015
['Simulation'],TS Marketplace: BDO 60T Unfitted Bogie Bolster Wagon Pack,4.99,72,2015
['Simulation'],Train Simulator: Return to Maerdy Loco Add-On,24.99,72,2015
['Simulation'],TS Marketplace: BRV 50T BORAIL EB/EC Wagons Pack,4.99,72,2015
"['Action', 'Casual']",Nyan Cat: Lost In Space,2.99,72,2015
"['Adventure', 'Indie', 'RPG', 'Simulation']",Our Love Will Grow,4.99,72,2015
"['Action', 'Adventure', 'Indie']",Earth Overclocked,4.99,72,2015
"['Indie', 'RPG']",Pendragon Rising,3.99,72,2015
"['Indie', 'RPG']",Community College Hero: Trial by Fire,3.99,72,2015
"['Casual', 'Indie', 'Strategy']",Monstro: Battle Tactics,5.99,72,2014
"['Action', 'Casual', 'Indie']",Beatbuddy: On Tour,6.99,72,2015
"['RPG', 'Strategy']",Lords of Magic: Special Edition,4.99,72,1997
['Strategy'],Lords of the Realm,1.99,72,1994
"['RPG', 'Strategy']",Lords of the Realm II,2.99,77,1996
"['Simulation', 'Strategy']",Lords of the Realm III,4.99,65,2004
"['Adventure', 'Casual']",Vampire Legends: The True Story of Kisilova,9.99,72,2015
['Indie'],Blood Code OST,1.99,72,2015
['Indie'],The Purring Quest Original Soundtrack,2.99,72,2015
"['Action', 'Indie', 'RPG', 'Strategy']",Steel Rain,9.99,72,2015
"['Indie', 'Massively Multiplayer', 'RPG']",The Black Watchmen - Season 2: Enduring Conflict,9.99,72,2015
"['Action', 'RPG']",Save Your Mother,3.99,72,2015
"['Casual', 'Indie']",The BoX,5.99,72,2015
"['Action', 'Adventure', 'Casual', 'Indie']",ShipLord,1.99,72,2015
"['Action', 'Indie', 'Strategy']",Awesomenauts - Rockstar Announcer,3.49,72,2015
"['Action', 'Indie', 'Strategy']",Awesomenauts - Specimen X-58 Skin,4.99,72,2015
['Strategy'],Militia,5.99,72,2015
"['Adventure', 'RPG']",Legacy of Dorn: Herald of Oblivion,4.99,72,2015
"['Casual', 'Free to Play', 'Indie']",Carpe Diem - Extra Package,0.99,72,2015
['RPG'],Ruzar - The Life Stone,12.99,72,2015
"['Action', 'Adventure', 'Indie']",Corgi Warlock,0.99,72,2015
"['Adventure', 'Indie', 'RPG']",Novus Inceptio - The Official Soundtrack,4.99,72,2015
"['Adventure', 'Casual', 'Indie']",The Last Dream: Developer's Edition,9.99,72,2015
"['Action', 'Adventure', 'Casual', 'Indie']",Beatbuddy: Tale of the Guardians - Original Soundtrack,6.99,72,2015
"['Indie', 'RPG', 'Strategy']",Jagged Alliance Online: Reloaded - Echo,2.99,72,2015
"['Indie', 'RPG', 'Strategy']",Jagged Alliance Online: Reloaded - Ivan,2.99,72,2015
"['Indie', 'RPG', 'Strategy']",Jagged Alliance Online: Reloaded - Raven,2.99,72,2015
"['Indie', 'RPG', 'Strategy']",Jagged Alliance Online: Reloaded - Shadow,2.99,72,2015
['Action'],Tom Clancy's Rainbow Six® Siege,14.99,72,2015
"['Action', 'Adventure', 'Indie']",Super Mega Bob,4.99,72,2015
"['Action', 'Indie', 'Racing', 'Sports']",Rocket League® - Chaos Run DLC Pack,3.99,72,2015
['Adventure'],Adventure Time: Finn and Jake Investigations,9.99,72,2015
"['Action', 'Adventure', 'Casual', 'Indie']",The Legend of Dark Witch,4.99,72,2015
['Adventure'],Adventure Time: Artifact Checking,0.99,72,2015
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Early Access']",The Isle,19.99,72,2015
"['Adventure', 'Indie', 'RPG']",Samsa and the Knights of Light,4.99,72,2015
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Hit Tank PRO,2.99,72,2015
"['Casual', 'Simulation']",CITYCONOMY: Service for your City,24.99,72,2015
"['Action', 'Casual', 'Indie']",GOCCO OF WAR: Theme Song,1.99,72,2015
"['Adventure', 'Indie']",Mayjasmine Episode01 - What is God?,9.99,72,2015
"['Action', 'Indie']",Planet Diver,3.99,72,2015
"['Action', 'Adventure']",Just Cause™ 3 - Mini-Gun Racing Boat,1.99,72,2015
"['Action', 'Adventure']",Just Cause™ 3 - Combat Buggy,1.99,72,2015
"['Action', 'Adventure']",Just Cause™ 3 - Capstone Bloodhound RPG,2.49,72,2015
"['Action', 'Adventure']",Just Cause™ 3 - Rocket Launcher Sports Car,1.99,72,2015
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Plastiland,7.99,72,2015
"['Action', 'Adventure']",Just Cause™ 3 - Final Argument Sniper Rifle,2.49,72,2015
"['Action', 'Indie']",Expander,2.99,72,2015
"['Simulation', 'Strategy']",Content Pack - Europa Universalis IV: The Cossacks,7.99,72,2015
"['Simulation', 'Strategy']",Expansion - Europa Universalis IV: The Cossacks,19.99,72,2015
"['Adventure', 'Casual', 'Simulation', 'Strategy']",Adelantado Trilogy. Book one,4.99,72,2015
"['Simulation', 'Strategy']",Europa Universalis IV: Sabaton Soundtrack,2.99,72,2015
['Indie'],Dissonance: An Interactive Novelette,0.99,72,2015
"['Action', 'Adventure', 'Indie', 'RPG']",Cally's Caves 3 - Soundtrack,2.99,72,2015
"['Casual', 'Indie', 'Strategy']",Tenshu General,5.99,72,2015
"['Adventure', 'Indie', 'Simulation']",Don't Starve: Shipwrecked,4.99,77,2015
"['Indie', 'Simulation', 'Early Access']",Professor Why™: The Quantum Eye,9.99,72,2015
"['Action', 'Casual']",Relic Alone,4.99,72,2015
"['Adventure', 'Indie']",Miko Gakkou Monogatari: Kaede Episode,8.99,72,2015
"['Action', 'Adventure', 'Casual', 'Indie']",Akuatica,6.99,72,2015
"['Action', 'Adventure', 'Indie']",Wicked Witches,9.99,72,2015
"['Adventure', 'Indie', 'RPG']","To the Moon, too! (Comic+)",0.99,72,2015
"['Action', 'Adventure', 'Indie', 'Strategy']",Cryptark Soundtrack,6.99,72,2015
"['Indie', 'Simulation', 'Sports']",Pulsen: Souleye,5.99,72,2015
"['Action', 'Adventure', 'Indie']",Yet Another World,1.99,72,2015
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access']",Dead Acres,4.99,72,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – The Black Keys - “Lonely Boy”,2.99,72,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – The Black Keys - “Little Black Submarines”,2.99,72,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – The Black Keys - “Howlin’ For You”,2.99,72,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – The Black Keys - “Thickfreakness”,2.99,72,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – The Black Keys - “Your Touch”,2.99,72,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – The Black Keys Song Pack II,11.99,72,2015
"['Action', 'Adventure', 'Indie', 'RPG']",KRUM - Edge Of Darkness,4.99,72,2015
"['Adventure', 'Indie', 'RPG', 'Strategy']",Dungeon of the Endless™ - Rescue Team Add-on,1.99,72,2015
['Indie'],Albert and Otto - Original Soundtrack,1.99,72,2015
"['Adventure', 'Casual', 'Indie', 'RPG']",Lost Labyrinth Extended Version,4.99,72,2015
"['Racing', 'Simulation', 'Sports']",Project CARS - Classic Lotus Track Expansion,7.49,72,2015
"['Action', 'Adventure']",Batman™: Arkham Knight - Catwoman's Revenge,1.99,72,2015
"['Action', 'Adventure']",Batman™: Arkham Knight - Crime Fighter Challenge Pack #4,1.99,72,2015
"['Action', 'Adventure']",Batman™: Arkham Knight - WayneTech Track Pack,1.99,72,2015
"['Action', 'Adventure']",Batman™: Arkham Knight - A Flip of a Coin,1.99,72,2015
"['Action', 'Adventure']",Batman™: Arkham Knight - Riddler Themed Batmobile Skin,0.99,72,2015
"['Action', 'Adventure']",Batman™: Arkham Knight - Robin and Batmobile Skins Pack,1.99,72,2015
"['Adventure', 'RPG']",The Deed,0.99,72,2015
"['Adventure', 'Indie']",The Land Of Lamia,0.99,72,2015
"['Action', 'Indie', 'Strategy']",Mighty Switch Force! Academy,9.99,72,2015
"['Adventure', 'Indie']",Days Under Custody,4.99,72,2015
"['Action', 'Casual', 'Indie', 'Early Access']",Heroes Never Lose: Professor Puzzler's Perplexing Ploy,8.99,72,2015
"['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",Idle Civilization,4.99,72,2015
"['Adventure', 'Casual', 'Strategy']",Goblin Defenders: Steel‘n’ Wood,2.99,72,2013
"['Action', 'Indie']",Umihara Kawase Shun: Steam Edition,11.99,72,2015
